batch_num,time,thickness_average,roll_length,speed,meter,gapDR,gapOP,MES_pressureDR,MES_pressureOP,thickness_average_second,time_gap
E3J2BC1221,2024-03-18 15:43:40,139.76,1197887.63,99.98,1222.66,487.29,488.11,13.71146,12.97699,143.25524791045683,54.0
E3J2BC1221,2024-03-18 15:43:45,140.24,1206440.25,99.98,1230.53,487.29,488.11,13.7957,13.13288,144.02619034245578,54.0
E3J2BC1221,2024-03-18 15:43:49,139.77,1214280.5,99.99,1239.5,487.7,485.81,13.77464,12.36271,144.36741704256082,54.0
E3J2BC1221,2024-03-18 15:43:54,139.8,1222407.75,99.99,1246.79,487.7,485.81,13.70612,12.88721,144.2166921583013,54.0
E3J2BC1221,2024-03-18 15:43:59,139.62,1230875.63,99.99,1255.78,487.44,488.63,13.83741,13.03483,143.65751417234918,54.0
E3J2BC1221,2024-03-18 15:44:04,140.17,1238747.63,99.98,1263.74,487.44,488.63,13.7408,12.26238,143.6345373306152,54.0
E3J2BC1221,2024-03-18 15:44:09,139.88,1246938.88,99.99,1271.62,488.37,485.99,13.7408,12.26238,143.96273718262773,54.0
E3J2BC1221,2024-03-18 15:44:14,139.8,1255108.5,99.98,1280.65,488.37,485.99,13.69426,12.28548,143.39391950006066,54.0
E3J2BC1221,2024-03-18 15:44:19,139.58,1263268.0,99.98,1287.82,487.44,488.52,13.69426,12.28548,143.33975680009357,54.0
E3J2BC1221,2024-03-18 15:44:24,139.92,1271583.13,99.98,1296.77,487.44,488.52,13.70353,12.73169,143.83116949461777,54.0
E3J2BC1221,2024-03-18 15:44:29,139.51,1276474.75,37.96,1303.12,489.81,486.26,13.70353,12.73169,143.48792341080528,54.0
E3J2BC1221,2024-03-18 15:44:43,140.34,1276959.0,0.0,1304.03,495.85,487.82,13.7931,12.04111,143.43815441647465,54.0
E3J2BC1221,2024-03-18 15:44:57,140.3,1276959.0,0.0,1304.03,495.85,487.82,13.7931,12.04111,143.43815441647465,54.0
E3J2BC1221,2024-03-18 15:46:01,140.83,1276959.0,0.0,1304.03,495.85,487.82,13.03752,11.98462,143.43815441647465,54.0
E3J2BC1221,2024-03-18 15:46:06,140.78,1276959.0,0.0,1304.03,495.85,487.82,13.03752,11.98462,143.43815441647465,54.0
E3J2BC1221,2024-03-18 15:46:21,140.94,1276959.0,0.0,1304.03,495.85,487.82,13.03752,11.98462,143.43815441647465,54.0
E3J2BC1221,2024-03-18 15:46:35,140.74,1276959.0,0.0,1304.03,495.85,487.82,13.03752,11.98462,143.43815441647465,54.0
E3J2BC1221,2024-03-18 15:46:40,140.92,1276959.0,0.0,1304.03,495.85,487.82,12.90208,11.93496,143.43815441647465,54.0
E3J2BC1221,2024-03-18 15:46:45,140.85,1276959.0,0.0,1304.03,495.85,487.82,12.90208,11.93496,143.43815441647465,54.0
E3J2BC1221,2024-03-18 15:46:49,141.04,1277208.63,4.95,1304.2,494.2,487.37,12.90208,11.93496,143.4124985898257,54.0
E3J2BC1221,2024-03-18 15:46:54,141.86,1277611.13,4.99,1304.59,494.2,487.37,12.90208,11.93496,143.37113148560667,54.0
E3J2BC1221,2024-03-18 15:46:59,141.21,1278013.88,4.97,1304.94,494.2,487.37,12.90208,11.93496,143.32973868753405,54.0
E3J2BC1221,2024-03-18 15:47:04,140.85,1278423.5,4.97,1305.39,494.2,487.37,13.36363,12.06604,143.28763982236583,54.0
E3J2BC1221,2024-03-18 15:47:09,141.12,1278837.38,4.99,1305.78,494.2,487.37,13.24796,11.8077,143.2451031339331,54.0
E3J2BC1221,2024-03-18 15:47:14,140.94,1280027.25,20.0,1306.72,489.15,485.99,13.4917,12.68395,143.21710889458927,54.0
E3J2BC1221,2024-03-18 15:47:19,140.45,1281588.63,20.0,1308.17,489.15,485.99,13.74773,12.7943,143.37731730597147,54.0
E3J2BC1221,2024-03-18 15:47:24,138.19,1283214.13,19.98,1309.94,485.59,478.44,14.29139,13.82287,143.54410487382927,54.0
E3J2BC1221,2024-03-18 15:47:29,138.08,1284846.13,19.98,1311.39,485.59,478.44,14.32572,13.75592,143.56878334729035,54.0
E3J2BC1221,2024-03-18 15:47:34,138.48,1286512.63,20.02,1313.17,485.59,478.44,13.99216,13.75399,143.5209355186027,54.0
E3J2BC1221,2024-03-18 15:47:38,137.87,1288107.38,19.98,1314.76,485.59,478.44,14.05082,13.7226,143.48264862969913,54.0
E3J2BC1221,2024-03-18 15:47:43,137.23,1289734.0,19.98,1316.34,485.59,478.44,13.43896,12.24913,143.50814161219145,54.0
